Time;GPS3;GPS6;GPS11;GPS12;GPS17;GPS19;GPS24;GPS25;GPS29;GPS32;GLONASS1;GLONASS8;GLONASS9;GLONASS10;GLONASS11;GLONASS16;GLONASS18;GLONASS20;GLONASS26;
13.02.2024 11:08:28.800;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:28.900;0;0;0;0;0;0;0;32;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:29.000;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:29.100;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:29.200;0;0;0;0;0;0;0;33;0;0;0;24;0;0;0;0;0;0;0;
13.02.2024 11:08:29.300;0;0;0;0;0;0;0;33;0;0;0;24;0;0;0;0;0;0;0;
13.02.2024 11:08:29.400;0;0;0;0;0;0;0;33;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:29.500;0;0;0;0;0;0;0;33;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:29.600;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:29.700;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:29.800;0;0;0;0;0;0;0;31;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:29.900;0;0;0;0;0;0;0;32;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:30.000;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:30.100;0;0;0;0;0;0;0;33;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:30.200;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:30.300;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:30.400;0;0;0;0;0;0;0;31;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:30.500;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:30.600;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:30.700;0;0;0;0;0;0;0;31;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:30.800;0;0;0;0;0;0;0;32;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:30.900;0;0;0;0;0;0;0;31;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:31.000;0;0;0;0;0;0;0;31;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:31.100;0;0;0;0;0;0;0;32;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:31.200;0;0;0;0;0;0;0;32;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:31.300;0;0;0;0;0;0;0;32;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:31.400;0;0;0;0;0;0;0;32;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:31.500;0;0;0;0;0;0;0;32;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:31.600;0;0;0;0;0;0;0;31;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:31.700;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:31.800;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:31.900;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:32.000;0;0;0;0;0;0;0;30;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:32.100;0;0;0;0;0;0;0;30;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:32.200;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:32.300;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:32.400;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:32.500;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:32.600;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:32.700;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:32.800;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:32.900;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:33.000;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:33.100;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:33.200;0;0;0;0;0;0;0;29;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:33.300;0;0;0;0;0;0;0;29;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:33.400;0;0;0;0;0;0;0;30;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:33.500;0;0;0;0;0;0;0;30;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:33.600;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:33.700;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:33.800;0;0;0;0;0;0;0;29;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:33.900;0;0;0;0;0;0;0;31;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:34.000;0;0;0;0;0;0;0;31;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:34.100;0;0;0;0;0;0;0;31;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:34.200;0;0;0;0;0;0;0;30;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:34.300;0;0;0;0;0;0;0;31;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:34.400;0;0;0;0;0;0;0;31;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:34.500;0;0;0;0;0;0;0;32;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:34.600;0;0;0;0;0;0;0;31;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:34.700;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:34.800;0;0;0;0;0;0;0;29;0;0;0;24;0;0;0;0;0;0;0;
13.02.2024 11:08:34.900;0;0;0;0;0;0;0;29;0;0;0;24;0;0;0;0;0;0;0;
13.02.2024 11:08:35.000;0;0;0;0;0;0;0;29;0;0;0;24;0;0;0;0;0;0;0;
13.02.2024 11:08:35.100;0;0;0;0;0;0;0;29;0;0;0;24;0;0;0;0;0;0;0;
13.02.2024 11:08:35.200;0;0;0;0;0;0;0;29;0;0;0;24;0;0;0;0;0;0;0;
13.02.2024 11:08:35.300;0;0;0;0;0;0;0;29;0;0;0;24;0;0;0;0;0;0;0;
13.02.2024 11:08:35.400;0;0;0;0;0;0;0;30;0;0;0;24;0;0;0;0;0;0;0;
13.02.2024 11:08:35.500;0;0;0;0;0;0;0;30;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:35.600;0;0;0;0;0;0;0;31;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:35.700;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:35.800;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:35.900;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:36.000;0;0;0;0;0;0;0;31;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:36.100;0;0;0;0;0;0;0;32;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:36.200;0;0;0;0;0;0;0;31;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:36.300;0;0;0;0;0;0;0;32;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:36.400;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:36.500;0;0;0;0;0;0;0;32;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:36.600;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:36.700;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:36.800;0;0;0;0;0;0;0;32;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:36.900;0;0;0;0;0;0;0;32;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:37.000;0;0;0;0;0;0;0;32;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:37.100;0;0;0;0;0;0;0;32;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:37.200;0;0;0;0;0;0;0;32;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:37.300;0;0;0;0;0;0;0;32;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:37.400;0;0;0;0;0;0;0;32;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:37.500;0;0;0;0;0;0;0;31;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:37.600;0;0;0;0;0;0;0;32;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:37.700;0;0;0;0;0;0;0;32;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:37.800;0;0;0;0;0;0;0;33;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:37.900;0;0;0;0;0;0;0;33;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:38.000;0;0;0;0;0;0;0;32;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:38.100;0;0;0;0;0;0;0;31;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:38.200;0;0;0;0;0;0;0;32;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:38.300;0;0;0;0;0;0;0;33;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:38.400;0;0;0;0;0;0;0;32;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:38.500;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:38.600;0;0;0;0;0;0;0;33;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:38.700;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:38.800;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:38.900;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:39.000;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:39.100;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:39.200;0;0;0;0;0;0;0;33;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:39.300;0;0;0;0;0;0;0;33;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:39.400;0;0;0;0;0;0;0;32;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:39.500;0;0;0;0;0;0;0;32;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:39.600;0;0;0;0;0;0;0;32;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:39.700;0;0;0;0;0;0;0;32;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:39.800;0;0;0;0;0;0;0;32;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:39.900;0;0;0;0;0;0;0;32;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:40.000;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:40.100;0;0;0;0;0;0;0;33;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:40.200;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:40.300;0;0;0;0;0;0;0;33;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:40.400;0;0;0;0;0;0;0;33;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:40.500;0;0;0;0;0;0;0;33;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:40.600;0;0;0;0;0;0;0;33;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:40.700;0;0;0;0;0;0;0;32;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:40.800;0;0;0;0;0;0;0;32;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:40.900;0;0;0;0;0;0;0;32;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:41.000;0;0;0;0;0;0;0;32;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:41.100;0;0;0;0;0;0;0;31;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:41.200;0;0;0;0;0;0;0;32;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:41.300;0;0;0;0;0;0;0;33;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:41.400;0;0;0;0;0;0;0;33;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:41.500;0;0;0;0;0;0;0;33;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:41.600;0;0;0;0;0;0;0;33;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:41.700;0;0;0;0;0;0;0;33;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:41.800;0;0;0;0;0;0;0;32;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:41.900;0;0;0;0;0;0;0;32;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:42.000;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:42.100;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:42.200;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:08:42.300;0;0;0;0;0;0;0;33;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:42.400;0;0;0;0;0;0;0;33;0;0;0;23;0;0;0;0;0;0;0;
13.02.2024 11:08:42.500;0;0;0;0;0;0;0;33;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:42.600;0;0;0;0;0;0;0;32;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:42.700;0;0;0;0;0;0;0;33;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:42.800;0;0;0;0;0;0;0;33;0;0;0;26;0;0;0;0;0;0;0;
13.02.2024 11:08:42.900;0;0;0;0;0;0;0;33;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:43.000;0;0;0;0;0;0;0;34;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:43.100;0;0;0;0;0;0;0;34;0;0;0;25;0;0;0;0;0;0;0;
13.02.2024 11:08:43.200;0;0;0;0;0;0;0;34;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:43.300;0;0;0;0;0;0;0;34;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:43.400;0;0;0;0;0;0;0;34;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:43.500;0;0;0;0;0;0;0;35;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:43.600;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:43.700;0;0;0;0;0;0;0;34;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:43.800;0;0;0;0;0;0;0;35;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:43.900;0;0;0;0;0;0;0;34;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:44.000;0;0;0;0;0;0;0;35;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:44.100;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:44.200;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:44.300;0;0;0;0;0;0;0;35;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:44.400;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:44.500;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:44.600;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:44.700;0;0;0;0;0;0;0;35;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:44.800;0;0;0;0;0;0;0;33;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:44.900;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:45.000;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:45.100;0;0;0;0;0;0;0;34;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:45.200;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:45.300;0;0;0;0;0;0;0;34;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:45.400;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:45.500;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:45.600;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:45.700;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:45.800;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:45.900;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:46.000;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:46.100;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:46.200;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:46.300;0;0;0;0;0;0;0;35;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:46.400;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:46.500;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:46.600;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:46.700;0;0;0;0;0;0;0;35;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:46.800;0;0;0;0;0;0;0;35;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:46.900;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:47.000;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:47.100;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:47.200;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:47.300;0;0;0;0;0;0;0;34;0;0;0;28;0;0;0;0;0;0;0;
13.02.2024 11:08:47.400;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:47.500;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:47.600;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:47.700;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:47.800;0;0;0;0;0;0;0;33;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:47.900;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:48.000;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:48.100;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:48.200;0;0;0;0;0;0;0;33;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:48.300;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:48.400;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:48.500;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:48.600;0;0;0;0;0;0;0;35;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:48.700;0;0;0;0;0;0;0;35;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:48.800;0;0;0;0;0;0;0;35;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:48.900;0;0;0;0;0;0;0;35;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:49.000;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:49.100;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:49.200;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:49.300;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:49.400;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:49.500;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:49.600;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:49.700;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:49.800;0;0;0;0;0;0;0;34;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:08:49.900;0;0;0;0;0;0;0;34;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:08:50.000;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:50.100;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:50.200;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:50.300;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:50.400;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:50.500;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:50.600;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:50.700;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:50.800;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:50.900;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:51.000;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:51.100;0;0;0;0;0;0;0;33;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:51.200;0;0;0;0;0;0;0;33;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:51.300;0;0;0;0;0;0;0;34;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:51.400;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:51.500;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:51.600;0;0;0;0;0;0;0;35;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:51.700;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:51.800;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:51.900;0;0;0;0;0;0;0;34;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:08:52.000;0;0;0;0;0;0;0;35;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:52.100;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:52.200;0;0;0;0;0;0;0;35;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:52.300;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:52.400;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:52.500;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:52.600;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:52.700;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:52.800;0;0;0;0;0;0;0;33;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:52.900;0;0;0;0;0;0;0;33;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:08:53.000;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:53.100;0;0;0;0;0;0;0;34;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:53.200;0;0;0;0;0;0;0;33;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:08:53.300;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:53.400;0;0;0;0;0;0;0;32;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:53.500;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:53.600;0;0;0;0;0;0;0;31;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:53.700;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:53.800;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:53.900;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:54.000;0;0;0;0;0;0;0;32;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:54.100;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:54.200;0;0;0;0;0;0;0;32;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:54.300;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;
13.02.2024 11:08:54.400;0;0;0;0;0;0;0;32;0;0;0;27;0;0;0;0;0;0;0;
